fecha,valor
2024-09-27 03:00:00+00:00,37899.07
2024-09-28 03:00:00+00:00,37902.85
2024-09-29 03:00:00+00:00,37906.63
2024-09-30 03:00:00+00:00,37910.42
2024-10-01 03:00:00+00:00,37914.2
2024-10-02 03:00:00+00:00,37917.99
2024-10-03 03:00:00+00:00,37921.78
2024-10-04 03:00:00+00:00,37925.56
2024-10-05 03:00:00+00:00,37929.35
2024-10-06 03:00:00+00:00,37933.14
2024-10-07 03:00:00+00:00,37936.93
2024-10-08 03:00:00+00:00,37940.71
2024-10-09 03:00:00+00:00,37944.5
2024-10-10 03:00:00+00:00,37945.72
2024-10-11 03:00:00+00:00,37946.95
2024-10-12 03:00:00+00:00,37948.17
2024-10-13 03:00:00+00:00,37949.39
2024-10-14 03:00:00+00:00,37950.62
2024-10-15 03:00:00+00:00,37951.84
2024-10-16 03:00:00+00:00,37953.06
2024-10-17 03:00:00+00:00,37954.29
2024-10-18 03:00:00+00:00,37955.51
2024-10-19 03:00:00+00:00,37956.74
2024-10-20 03:00:00+00:00,37957.96
2024-10-21 03:00:00+00:00,37959.18
2024-10-22 03:00:00+00:00,37960.41
2024-10-23 03:00:00+00:00,37961.63
2024-10-24 03:00:00+00:00,37962.86
2024-10-25 03:00:00+00:00,37964.08
2024-10-26 03:00:00+00:00,37965.3
2024-10-27 03:00:00+00:00,37966.53
2024-10-28 03:00:00+00:00,37967.75
2024-10-29 03:00:00+00:00,37968.98
2024-10-30 03:00:00+00:00,37970.2
2024-10-31 03:00:00+00:00,37971.42
2024-11-01 03:00:00+00:00,37972.65
2024-11-02 03:00:00+00:00,37973.87
2024-11-03 03:00:00+00:00,37975.1
2024-11-04 03:00:00+00:00,37976.32
2024-11-05 03:00:00+00:00,37977.55
2024-11-06 03:00:00+00:00,37978.77
2024-11-07 03:00:00+00:00,37980.0
2024-11-08 03:00:00+00:00,37981.22
2024-11-09 03:00:00+00:00,37982.44
2024-11-10 03:00:00+00:00,37995.04
2024-11-11 03:00:00+00:00,38007.64
2024-11-12 03:00:00+00:00,38020.25
2024-11-13 03:00:00+00:00,38032.87
2024-11-14 03:00:00+00:00,38045.48
2024-11-15 03:00:00+00:00,38058.1
2024-11-16 03:00:00+00:00,38070.73
2024-11-17 03:00:00+00:00,38083.36
2024-11-18 03:00:00+00:00,38095.99
2024-11-19 03:00:00+00:00,38108.63
2024-11-20 03:00:00+00:00,38121.27
2024-11-21 03:00:00+00:00,38133.92
2024-11-22 03:00:00+00:00,38146.57
2024-11-23 03:00:00+00:00,38159.22
2024-11-24 03:00:00+00:00,38171.88
2024-11-25 03:00:00+00:00,38184.54
2024-11-26 03:00:00+00:00,38197.21
2024-11-27 03:00:00+00:00,38209.88
2024-11-28 03:00:00+00:00,38222.56
2024-11-29 03:00:00+00:00,38235.24
2024-11-30 03:00:00+00:00,38247.92
2024-12-01 03:00:00+00:00,38260.61
2024-12-02 03:00:00+00:00,38273.3
2024-12-03 03:00:00+00:00,38286.0
2024-12-04 03:00:00+00:00,38298.7
2024-12-05 03:00:00+00:00,38311.4
2024-12-06 03:00:00+00:00,38324.11
2024-12-07 03:00:00+00:00,38336.83
2024-12-08 03:00:00+00:00,38349.54
2024-12-09 03:00:00+00:00,38362.26
2024-12-10 03:00:00+00:00,38364.73
2024-12-11 03:00:00+00:00,38367.21
2024-12-12 03:00:00+00:00,38369.68
2024-12-13 03:00:00+00:00,38372.15
2024-12-14 03:00:00+00:00,38374.62
2024-12-15 03:00:00+00:00,38377.1
2024-12-16 03:00:00+00:00,38379.57
2024-12-17 03:00:00+00:00,38382.05
2024-12-18 03:00:00+00:00,38384.52
2024-12-19 03:00:00+00:00,38386.99
2024-12-20 03:00:00+00:00,38389.47
2024-12-21 03:00:00+00:00,38391.94
2024-12-22 03:00:00+00:00,38394.42
2024-12-23 03:00:00+00:00,38396.89
2024-12-24 03:00:00+00:00,38399.37
2024-12-25 03:00:00+00:00,38401.84
2024-12-26 03:00:00+00:00,38404.32
2024-12-27 03:00:00+00:00,38406.79
2024-12-28 03:00:00+00:00,38409.27
2024-12-29 03:00:00+00:00,38411.74
2024-12-30 03:00:00+00:00,38414.22
2024-12-31 03:00:00+00:00,38416.69
